text,y
"<div id=""video-block-R4ZN56R829REN"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1G7N8wGmjS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/814U6yjkHKS.png"" class=""video-slate-img-url"">&nbsp;My 2 1/2 year old daughter loves anything to do with Peppa Pig. I have been slowly adding some of these Peppa books to her collection, as she loves to be read to. She also loves swimming so I knew she would enjoy this one. She knows all the characters, and loves pointing them all out. This book is cute and colorful, however I personally thought it was lacking a little bit as far as the variety of pictures. Each page is pretty much the same with the characters in the pool, with some slight variations. However, as you can tell from my video this book has been well loved in just the couple months that we have had it. My daughter wants us to read it to her over and over, and she carries it around with her all the time looking at the pictures. So although the pictures are a bit repetitive to me, my daughter loves it and that is what matters most. There are 23 pages total not including the cover page, and there are just the right amount of words on the pages to tell a nice story without losing her attention. Overall I like this book, it just isn't my personal favorite in the series. I still would recommend it to anyone with a child who is a Peppa fan. This was a personal purchase bought at the full retail price. I am reviewing it solely to share my experience with other potential buyers.",4
Up in my classroom right now.  Refer to it daily for spelling the words and PV.,4
Very tall border.  I use it to cover the rubber molding at the bottom of the walls in my classroom.,4
"It serves it's purpose.  It's a little flimsy, but to homeschool my pre-kindergartener it's fine I suppose.",4
Wished it was a little more durable maybe laminated,4
These are cute signs that are helpful in class.,4
"Nice easy to use, wish there was a little more velcro to secure. But overall not to big or to small.",4
I really like this board. I just think it is a little pricey. But I bought it along with some magnetic money and we also already had magnetic letters and numbers. My six year old son is having a lot of fun and learning using all of these things together. I would recommend it for a learning tool.,4
My little one loves this,4
Eventually after several erases the board doesn't seem to erase as easily and cleaner must be used to get the shadows from previous writing off.,4
"It works.  But here are my pros and cons.

Pros:
* easy to set up and put away
* holds the little magnetic letters

Cons/complaints:
* cardboard-like, but not dollar-store-like
* not metal
* magnets don't slide, but you don't get that strong magnet feel you'd enjoy with a metal board
* not confident it will last, but it's not flimsy

Bottom line: it will last just fine for toddlers learning letters or for using magnetic icon cards, but put it away after use.  I probably should have gotten a nicer tabletop easel like M&Doug brand to last, but this one is OK.",4
My great grandson 16 mos old loves placing the magnetic animal s on the board. The board and animals entertain him so he no longer plays with refrigerator magnets (great way of keeping him out of the kitchen).,4
"Magnetic board holds ok, but not as well as our kitchen refrigerator. For small words and sentences this should work well. I have already figured out that I need a much larger board. I tried both the Melissa & Doug Magnetic Wooden Alphabet and the foam magnet alphabet and they both work.",4
